"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2004","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","74.8",""
"SURVEY","2004","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","51.7",""
"SURVEY","2003","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","167.9",""
"SURVEY","2003","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.73",""
"SURVEY","2003","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2003","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33.4",""
"SURVEY","2002","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","178.3",""
"SURVEY","2002","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.33",""
"SURVEY","2002","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","83.3",""
"SURVEY","2002","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50.2",""
"SURVEY","2001","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2001","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.42",""
"SURVEY","2001","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75.6",""
"SURVEY","2001","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.1",""
"SURVEY","2000","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150.3",""
"SURVEY","2000","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.53",""
"SURVEY","2000","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65.7",""
"SURVEY","2000","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.3",""
"SURVEY","1999","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154",""
"SURVEY","1999","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.55",""
"SURVEY","1999","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","1999","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46.6",""
"SURVEY","1998","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145.5",""
"SURVEY","1998","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.34",""
"SURVEY","1998","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.9",""
"SURVEY","1998","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48.7",""
"SURVEY","1997","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142.8",""
"SURVEY","1997","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.15",""
"SURVEY","1997","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","74.6",""
"SURVEY","1997","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47.1",""
"SURVEY","1996","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141.8",""
"SURVEY","1996","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.59",""
"SURVEY","1996","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67.3",""
"SURVEY","1996","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46.5",""
"SURVEY","1995","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","136.7",""
"SURVEY","1995","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.58",""
"SURVEY","1995","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67.2",""
"SURVEY","1995","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49.7",""
"SURVEY","1994","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","157",""
"SURVEY","1994","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.28",""
"SURVEY","1994","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65.4",""
"SURVEY","1994","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52.8",""
"SURVEY","1993","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","83.3",""
"SURVEY","1993","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.21",""
"SURVEY","1993","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.7",""
"SURVEY","1993","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32.4",""
"SURVEY","1992","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","156.1",""
"SURVEY","1992","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.43",""
"SURVEY","1992","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65.8",""
"SURVEY","1992","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.9",""
"SURVEY","1991","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","119.6",""
"SURVEY","1991","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.02",""
"SURVEY","1991","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47.4",""
"SURVEY","1991","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41.7",""
"SURVEY","1990","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","122.7",""
"SURVEY","1990","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.41",""
"SURVEY","1990","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","1990","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","1989","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123.8",""
"SURVEY","1989","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.74",""
"SURVEY","1989","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","79.1",""
"SURVEY","1989","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41.8",""
"SURVEY","1988","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","82.7",""
"SURVEY","1988","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.37",""
"SURVEY","1988","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","53.2",""
"SURVEY","1988","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27.5",""
"SURVEY","1987","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141.1",""
"SURVEY","1987","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.32",""
"SURVEY","1987","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.6",""
"SURVEY","1987","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1986","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","134.6",""
"SURVEY","1986","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.32",""
"SURVEY","1986","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63.8",""
"SURVEY","1986","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42.4",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128.2",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.12",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80.7",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.2",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118.2",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.83",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65.8",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33.9",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","103.5",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.81",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50.6",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.6",""
"SURVEY","1982","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128.1",""
"SURVEY","1982","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.75",""
"SURVEY","1982","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58.4",""
"SURVEY","1982","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","38.8",""
"SURVEY","1981","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129.5",""
"SURVEY","1981","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.91",""
"SURVEY","1981","YEAR","","AGRICULTURAL DISTRICT","IOWA","19","CENTRAL","50","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.1",""
