"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1999","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42.9",""
"SURVEY","1998","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146.6",""
"SURVEY","1998","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.25",""
"SURVEY","1998","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.3",""
"SURVEY","1998","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1997","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149.5",""
"SURVEY","1997","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.62",""
"SURVEY","1997","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75.4",""
"SURVEY","1997","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","1996","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148.9",""
"SURVEY","1996","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.97",""
"SURVEY","1996","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.3",""
"SURVEY","1996","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46.3",""
"SURVEY","1995","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149.9",""
"SURVEY","1995","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.78",""
"SURVEY","1995","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","78.9",""
"SURVEY","1995","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50.1",""
"SURVEY","1994","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165.3",""
"SURVEY","1994","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.12",""
"SURVEY","1994","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75",""
"SURVEY","1994","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52",""
"SURVEY","1993","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","84",""
"SURVEY","1993","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.79",""
"SURVEY","1993","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43.8",""
"SURVEY","1993","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32.6",""
"SURVEY","1992","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163.8",""
"SURVEY","1992","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.31",""
"SURVEY","1992","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68.6",""
"SURVEY","1992","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46.1",""
"SURVEY","1991","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123.4",""
"SURVEY","1991","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.83",""
"SURVEY","1991","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","53.7",""
"SURVEY","1991","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41.7",""
"SURVEY","1990","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118.8",""
"SURVEY","1990","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.27",""
"SURVEY","1990","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.9",""
"SURVEY","1990","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40.3",""
"SURVEY","1989","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130.5",""
"SURVEY","1989","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.65",""
"SURVEY","1989","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","83",""
"SURVEY","1989","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41.5",""
"SURVEY","1988","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","86.8",""
"SURVEY","1988","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.95",""
"SURVEY","1988","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.8",""
"SURVEY","1988","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","24",""
"SURVEY","1987","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142.9",""
"SURVEY","1987","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.21",""
"SURVEY","1987","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63.4",""
"SURVEY","1987","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46.5",""
"SURVEY","1986","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144.9",""
"SURVEY","1986","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.19",""
"SURVEY","1986","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67.3",""
"SURVEY","1986","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42.3",""
"SURVEY","1985","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","125.2",""
"SURVEY","1985","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.76",""
"SURVEY","1985","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","83.1",""
"SURVEY","1985","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.9",""
"SURVEY","1984","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120.8",""
"SURVEY","1984","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.7",""
"SURVEY","1984","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","79",""
"SURVEY","1984","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1983","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111.4",""
"SURVEY","1983","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.7",""
"SURVEY","1983","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.6",""
"SURVEY","1983","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41.8",""
"SURVEY","1982","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128.7",""
"SURVEY","1982","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.55",""
"SURVEY","1982","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","1982","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.5",""
"SURVEY","1981","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121.8",""
"SURVEY","1981","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.71",""
"SURVEY","1981","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47.6",""
"SURVEY","1981","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","1980","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118.8",""
"SURVEY","1980","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","73.6",""
"SURVEY","1980","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43.1",""
"SURVEY","1979","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141.8",""
"SURVEY","1979","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1979","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40.3",""
"SURVEY","1978","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120.9",""
"SURVEY","1978","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67.1",""
"SURVEY","1978","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42.5",""
"SURVEY","1977","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33.6",""
"SURVEY","1977","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","53.3",""
